deal_id,account,segment,owner,stage,amount,created_at,expected_close,last_stage_change,days_in_stage,probability,expected_value,status,source_channel
DEAL_1556,Account_048,SMB,Carol Davis,Closed_Lost,31687.74,2024-10-09,2025-01-21,2024-10-10,355,0.0,0.0,Closed_Lost,Facebook Ads
DEAL_1557,Account_314,MM,Bob Smith,Negotiation,55092.4,2024-04-25,2024-08-12,2024-04-28,520,0.747,41144.01,Open,Google Ads
DEAL_1558,Account_352,ENT,Eva Brown,Closed_Won,50523.22,2024-06-06,2024-07-27,2024-06-19,468,0.951,48063.65,Closed_Won,Content Marketing
DEAL_1559,Account_025,SMB,Frank Miller,Closed_Lost,25056.18,2025-06-05,2025-07-13,2025-06-30,92,0.0,0.0,Closed_Lost,Facebook Ads
DEAL_1560,Account_061,ENT,Frank Miller,Demo,129895.99,2025-06-04,2025-09-25,2025-06-14,108,0.487,63200.4,Open,Inbound
DEAL_1561,Account_059,MM,Eva Brown,Closed_Won,21784.35,2024-06-10,2024-08-14,2024-06-13,474,1.0,21784.35,Closed_Won,Inbound
DEAL_1562,Account_207,ENT,Alice Johnson,Discovery,106492.49,2025-06-04,2025-08-31,2025-06-28,94,0.253,26969.95,Open,Facebook Ads
DEAL_1563,Account_017,SMB,David Wilson,Discovery,30632.07,2025-05-30,2026-01-03,2025-07-15,77,0.255,7818.97,Open,Facebook Ads
DEAL_1564,Account_102,ENT,Eva Brown,Negotiation,185595.86,2024-07-09,2025-05-03,2024-07-24,433,0.657,121915.38,Open,Inbound
DEAL_1565,Account_099,ENT,David Wilson,Demo,107301.08,2025-08-24,2026-01-06,2025-09-29,1,0.495,53096.81,Open,Content Marketing
DEAL_1566,Account_234,MM,Frank Miller,Demo,52408.13,2025-09-17,2026-05-04,2025-09-28,2,0.445,23340.05,Open,Inbound
DEAL_1567,Account_402,MM,Carol Davis,Closed_Lost,30637.86,2025-06-16,2025-07-25,2025-08-03,58,0.0,0.0,Closed_Lost,Facebook Ads
DEAL_1568,Account_286,SMB,Frank Miller,Discovery,12924.62,2024-12-13,2025-02-16,2025-02-01,241,0.273,3527.12,Open,Content Marketing
DEAL_1569,Account_005,ENT,Eva Brown,Closed_Lost,95051.53,2025-05-10,2025-07-12,2025-07-04,88,0.0,0.0,Closed_Lost,Inbound
DEAL_1570,Account_193,MM,Bob Smith,Demo,75460.09,2025-04-30,2025-11-28,2025-05-18,135,0.425,32059.66,Open,Google Ads
DEAL_1571,Account_195,ENT,Alice Johnson,Demo,613143.25,2024-09-20,2025-02-16,2024-11-05,329,0.447,274014.65,Open,Inbound
DEAL_1572,Account_292,ENT,Eva Brown,Discovery,155251.87,2025-02-23,2025-10-24,2025-04-06,177,0.273,42341.52,Open,LinkedIn
DEAL_1573,Account_050,SMB,Bob Smith,Closed_Lost,11925.12,2024-05-10,2024-06-01,2024-06-28,459,0.0,0.0,Closed_Lost,Content Marketing
DEAL_1574,Account_479,SMB,Carol Davis,Demo,44605.89,2024-12-22,2025-04-09,2025-01-18,255,0.412,18393.97,Open,Referral
DEAL_1575,Account_391,MM,Bob Smith,Closed_Lost,125997.44,2024-09-20,2024-11-28,2024-10-09,356,0.0,0.0,Closed_Lost,Facebook Ads
DEAL_1576,Account_399,SMB,Bob Smith,Negotiation,13969.57,2025-07-16,2026-04-29,2025-09-01,29,0.796,11113.43,Open,Google Ads
DEAL_1577,Account_186,SMB,Eva Brown,Closed_Won,20364.45,2025-08-06,2025-12-22,2025-08-13,48,0.892,18170.51,Closed_Won,Facebook Ads
DEAL_1578,Account_086,MM,Eva Brown,Demo,39913.33,2024-05-12,2024-09-20,2024-05-15,503,0.372,14848.65,Open,Referral
DEAL_1579,Account_442,SMB,Eva Brown,Closed_Won,30581.29,2025-07-05,2025-11-22,2025-08-01,60,0.906,27720.71,Closed_Won,Google Ads
DEAL_1580,Account_145,MM,Eva Brown,Demo,73453.67,2025-05-20,2025-08-20,2025-07-14,78,0.442,32453.48,Open,Inbound
DEAL_1581,Account_443,SMB,Bob Smith,Negotiation,15612.9,2024-11-07,2025-03-13,2025-01-06,267,0.636,9926.41,Open,Inbound
DEAL_1582,Account_444,ENT,Carol Davis,Discovery,1178402.45,2025-02-15,2025-10-12,2025-04-01,182,0.249,293170.84,Open,Google Ads
DEAL_1583,Account_186,SMB,David Wilson,Discovery,62213.21,2025-05-26,2025-07-29,2025-07-04,88,0.279,17365.16,Open,Content Marketing
DEAL_1584,Account_403,ENT,Carol Davis,Closed_Won,159732.68,2024-09-18,2025-02-03,2024-11-14,320,1.0,159732.68,Closed_Won,Referral
DEAL_1585,Account_399,SMB,Carol Davis,Negotiation,26972.93,2024-07-04,2025-01-31,2024-08-16,410,0.888,23960.46,Open,LinkedIn
DEAL_1586,Account_246,MM,Alice Johnson,Closed_Won,123394.72,2025-04-07,2025-07-09,2025-04-23,160,0.919,113433.4,Closed_Won,Facebook Ads
DEAL_1587,Account_023,MM,Eva Brown,Closed_Won,92615.77,2024-07-13,2024-08-12,2024-07-20,437,1.0,92615.77,Closed_Won,Google Ads
DEAL_1588,Account_014,SMB,Frank Miller,Closed_Lost,13890.65,2025-05-28,2025-06-21,2025-06-10,112,0.0,0.0,Closed_Lost,Content Marketing
DEAL_1589,Account_142,ENT,Alice Johnson,Demo,512940.39,2025-06-20,2025-12-12,2025-07-15,77,0.411,211030.72,Open,Content Marketing
DEAL_1590,Account_007,SMB,Eva Brown,Closed_Won,17447.85,2024-04-20,2024-05-30,2024-05-24,494,1.0,17447.85,Closed_Won,Google Ads
DEAL_1591,Account_304,ENT,Alice Johnson,Negotiation,156077.39,2024-06-29,2024-09-24,2024-07-08,449,0.676,105562.84,Open,Inbound
DEAL_1592,Account_101,SMB,Eva Brown,Negotiation,38861.82,2025-07-30,2026-01-24,2025-08-04,57,0.793,30827.69,Open,Google Ads
DEAL_1593,Account_237,MM,Frank Miller,Closed_Won,79370.32,2025-06-18,2025-09-19,2025-06-21,101,1.0,79370.32,Closed_Won,Facebook Ads
DEAL_1594,Account_148,MM,Carol Davis,Discovery,153679.5,2025-08-13,2026-05-08,2025-10-07,-7,0.248,38101.67,Open,Referral
DEAL_1595,Account_206,MM,Bob Smith,Closed_Won,245202.39,2024-11-27,2025-02-16,2025-01-17,256,1.0,245202.39,Closed_Won,Google Ads
DEAL_1596,Account_223,ENT,Bob Smith,Demo,49864.46,2025-09-05,2025-11-08,2025-10-11,-11,0.404,20127.52,Open,LinkedIn
DEAL_1597,Account_361,ENT,David Wilson,Closed_Lost,41248.43,2024-10-02,2024-12-18,2024-10-29,336,0.0,0.0,Closed_Lost,Referral
DEAL_1598,Account_288,MM,Alice Johnson,Closed_Won,36261.52,2025-08-31,2025-11-21,2025-09-07,23,0.919,33308.68,Closed_Won,LinkedIn
DEAL_1599,Account_415,SMB,David Wilson,Demo,43127.46,2024-08-14,2024-11-22,2024-10-05,360,0.371,16001.7,Open,LinkedIn
DEAL_1600,Account_181,MM,Eva Brown,Closed_Won,81071.34,2024-07-10,2024-09-16,2024-07-15,442,1.0,81071.34,Closed_Won,Google Ads
DEAL_1601,Account_244,ENT,Alice Johnson,Demo,188791.81,2025-05-12,2026-01-06,2025-07-05,87,0.456,86067.36,Open,Google Ads
DEAL_1602,Account_052,SMB,Carol Davis,Negotiation,8188.53,2024-08-14,2025-01-27,2024-09-10,385,0.689,5644.22,Open,LinkedIn
DEAL_1603,Account_408,ENT,Alice Johnson,Closed_Lost,588995.16,2025-09-05,2025-12-30,2025-09-09,21,0.0,0.0,Closed_Lost,Google Ads
DEAL_1604,Account_064,MM,Carol Davis,Closed_Lost,203864.31,2024-05-21,2024-09-03,2024-06-19,468,0.0,0.0,Closed_Lost,Google Ads
DEAL_1605,Account_483,SMB,Eva Brown,Negotiation,11650.57,2025-02-01,2025-08-19,2025-03-22,192,0.679,7906.27,Open,Google Ads
DEAL_1606,Account_162,ENT,Bob Smith,Closed_Lost,440837.11,2024-12-28,2025-03-31,2024-12-28,276,0.0,0.0,Closed_Lost,Inbound
DEAL_1607,Account_022,ENT,Carol Davis,Discovery,254704.04,2024-11-10,2025-07-28,2024-11-21,313,0.252,64144.9,Open,Referral
DEAL_1608,Account_332,ENT,Eva Brown,Closed_Lost,192518.81,2025-08-23,2025-11-26,2025-09-11,19,0.0,0.0,Closed_Lost,Content Marketing
DEAL_1609,Account_332,MM,Alice Johnson,Closed_Lost,119151.87,2024-05-14,2024-08-23,2024-05-28,490,0.0,0.0,Closed_Lost,Facebook Ads
DEAL_1610,Account_417,MM,David Wilson,Closed_Lost,63570.25,2024-07-08,2024-10-23,2024-07-15,442,0.0,0.0,Closed_Lost,Content Marketing
DEAL_1611,Account_465,ENT,David Wilson,Closed_Lost,250137.46,2024-12-05,2025-01-07,2024-12-31,273,0.0,0.0,Closed_Lost,Google Ads
DEAL_1612,Account_026,SMB,David Wilson,Demo,12186.84,2024-05-22,2024-10-02,2024-07-21,436,0.49,5972.24,Open,Content Marketing
DEAL_1613,Account_090,ENT,Carol Davis,Negotiation,327020.71,2025-01-19,2025-05-18,2025-03-13,201,0.681,222667.61,Open,Content Marketing
DEAL_1614,Account_305,SMB,Carol Davis,Demo,36331.71,2024-04-21,2024-12-08,2024-05-28,490,0.522,18964.16,Open,Referral
DEAL_1615,Account_035,ENT,Frank Miller,Discovery,554917.0,2024-07-01,2025-03-24,2024-07-01,456,0.29,160985.28,Open,LinkedIn
DEAL_1616,Account_240,SMB,Alice Johnson,Closed_Won,33003.72,2025-05-11,2025-06-16,2025-05-24,129,0.982,32417.37,Closed_Won,Referral
DEAL_1617,Account_211,MM,Alice Johnson,Closed_Lost,58909.36,2025-04-08,2025-05-11,2025-04-13,170,0.0,0.0,Closed_Lost,Facebook Ads
DEAL_1618,Account_477,ENT,Eva Brown,Discovery,108321.22,2025-01-08,2025-04-02,2025-03-03,211,0.241,26107.31,Open,Google Ads
DEAL_1619,Account_454,SMB,Eva Brown,Negotiation,47296.47,2024-04-23,2024-11-21,2024-05-25,493,0.629,29764.6,Open,Content Marketing
DEAL_1620,Account_375,SMB,Eva Brown,Discovery,11571.45,2025-07-07,2025-12-27,2025-07-08,84,0.271,3133.12,Open,Referral
DEAL_1621,Account_016,ENT,Alice Johnson,Closed_Lost,156521.96,2024-12-08,2025-03-22,2025-01-09,264,0.0,0.0,Closed_Lost,Referral
DEAL_1622,Account_083,MM,Alice Johnson,Negotiation,72290.13,2024-11-23,2025-06-07,2024-12-01,303,0.735,53110.9,Open,Content Marketing
DEAL_1623,Account_120,MM,Eva Brown,Closed_Lost,57906.95,2024-04-23,2024-08-15,2024-06-21,466,0.0,0.0,Closed_Lost,Content Marketing
DEAL_1624,Account_277,ENT,Bob Smith,Negotiation,78655.73,2024-07-09,2025-05-03,2024-07-09,448,0.751,59068.4,Open,Google Ads
DEAL_1625,Account_164,SMB,David Wilson,Negotiation,22497.17,2025-08-14,2026-01-28,2025-09-13,17,0.753,16936.7,Open,Inbound
DEAL_1626,Account_044,SMB,Carol Davis,Demo,10514.79,2025-03-21,2025-08-25,2025-04-26,157,0.426,4484.36,Open,Referral
DEAL_1627,Account_262,MM,David Wilson,Discovery,75894.91,2025-07-06,2026-05-01,2025-07-16,76,0.264,20000.51,Open,Inbound
DEAL_1628,Account_217,ENT,Eva Brown,Negotiation,728359.63,2025-04-14,2025-11-13,2025-05-26,127,0.81,590296.24,Open,Referral
DEAL_1629,Account_344,SMB,David Wilson,Closed_Won,31483.18,2024-08-25,2025-02-19,2024-10-24,341,1.0,31483.18,Closed_Won,Inbound
DEAL_1630,Account_182,ENT,Bob Smith,Discovery,161683.65,2024-12-31,2025-03-12,2025-02-06,236,0.289,46702.03,Open,Inbound
DEAL_1631,Account_217,SMB,Alice Johnson,Negotiation,43750.9,2025-07-02,2026-03-21,2025-08-08,53,0.717,31350.11,Open,LinkedIn
DEAL_1632,Account_329,MM,Bob Smith,Discovery,237902.57,2024-05-12,2025-02-26,2024-06-16,471,0.261,62133.82,Open,Facebook Ads
DEAL_1633,Account_194,MM,Carol Davis,Negotiation,279574.69,2025-02-13,2025-07-08,2025-03-31,183,0.773,216038.18,Open,Google Ads
DEAL_1634,Account_328,MM,Alice Johnson,Closed_Lost,53534.71,2024-08-19,2024-10-01,2024-09-06,389,0.0,0.0,Closed_Lost,Referral
DEAL_1635,Account_128,MM,Frank Miller,Negotiation,60584.68,2024-09-10,2025-02-15,2024-10-14,351,0.707,42842.63,Open,LinkedIn
DEAL_1636,Account_262,ENT,Carol Davis,Closed_Won,487012.29,2025-09-04,2025-12-11,2025-10-02,-2,0.997,485601.21,Closed_Won,Facebook Ads
DEAL_1637,Account_174,SMB,Alice Johnson,Closed_Won,11154.74,2025-09-19,2025-11-27,2025-10-24,-24,1.0,11154.74,Closed_Won,Content Marketing
DEAL_1638,Account_125,SMB,Frank Miller,Demo,26619.19,2024-10-01,2025-04-27,2024-11-18,316,0.429,11417.31,Open,Content Marketing
DEAL_1639,Account_496,MM,Eva Brown,Closed_Lost,88062.2,2025-05-25,2025-06-14,2025-06-26,96,0.0,0.0,Closed_Lost,Facebook Ads
DEAL_1640,Account_257,MM,Bob Smith,Closed_Lost,109699.78,2024-08-17,2024-11-13,2024-09-30,365,0.0,0.0,Closed_Lost,Referral
DEAL_1641,Account_246,SMB,Bob Smith,Closed_Won,30003.9,2025-05-13,2025-08-17,2025-06-07,115,0.87,26106.82,Closed_Won,Referral
DEAL_1642,Account_320,MM,Alice Johnson,Closed_Lost,267440.78,2025-07-23,2025-10-05,2025-07-24,68,0.0,0.0,Closed_Lost,Google Ads
DEAL_1643,Account_301,MM,Frank Miller,Discovery,69426.08,2025-02-23,2025-11-22,2025-03-02,212,0.223,15456.96,Open,Facebook Ads
DEAL_1644,Account_209,MM,Alice Johnson,Closed_Lost,95134.44,2025-04-16,2025-06-01,2025-05-31,122,0.0,0.0,Closed_Lost,Facebook Ads
DEAL_1645,Account_096,SMB,Bob Smith,Closed_Won,22976.98,2024-08-09,2024-09-08,2024-08-30,396,1.0,22976.98,Closed_Won,Google Ads
DEAL_1646,Account_171,MM,Frank Miller,Negotiation,145851.02,2024-04-25,2024-07-18,2024-05-20,498,0.725,105810.0,Open,Google Ads
DEAL_1647,Account_254,SMB,Bob Smith,Negotiation,37372.8,2024-12-19,2025-08-28,2025-01-07,266,0.867,32415.34,Open,LinkedIn
DEAL_1648,Account_333,SMB,Alice Johnson,Closed_Lost,43360.48,2025-06-23,2025-09-05,2025-07-13,79,0.0,0.0,Closed_Lost,Facebook Ads
DEAL_1649,Account_291,ENT,David Wilson,Negotiation,65700.51,2024-12-24,2025-03-01,2025-02-12,230,0.774,50875.1,Open,Content Marketing
DEAL_1650,Account_265,SMB,Bob Smith,Closed_Won,34924.23,2024-05-23,2024-07-08,2024-07-11,446,0.923,32236.41,Closed_Won,Inbound
DEAL_1651,Account_490,MM,Frank Miller,Closed_Lost,76021.43,2025-08-19,2025-11-16,2025-09-22,8,0.0,0.0,Closed_Lost,Google Ads
DEAL_1652,Account_041,MM,David Wilson,Closed_Won,172451.23,2025-05-05,2025-06-28,2025-05-22,131,1.0,172451.23,Closed_Won,LinkedIn
DEAL_1653,Account_430,MM,Carol Davis,Closed_Lost,151808.04,2025-06-15,2025-10-13,2025-06-29,93,0.0,0.0,Closed_Lost,Referral
DEAL_1654,Account_217,SMB,Eva Brown,Closed_Won,44377.56,2024-09-10,2024-12-16,2024-10-14,351,1.0,44377.56,Closed_Won,Inbound
DEAL_1655,Account_203,ENT,Frank Miller,Closed_Lost,189784.2,2025-01-19,2025-05-08,2025-02-25,217,0.0,0.0,Closed_Lost,Referral
DEAL_1656,Account_291,ENT,Carol Davis,Closed_Won,119307.53,2024-11-15,2025-04-23,2024-12-09,295,1.0,119307.53,Closed_Won,Inbound
DEAL_1657,Account_161,SMB,Frank Miller,Negotiation,38040.68,2024-10-17,2025-05-15,2024-11-02,332,0.728,27710.26,Open,Google Ads
DEAL_1658,Account_348,SMB,Bob Smith,Discovery,33063.99,2025-05-15,2026-01-14,2025-06-22,100,0.274,9047.55,Open,Google Ads
DEAL_1659,Account_476,ENT,David Wilson,Closed_Won,237356.08,2024-09-26,2024-12-28,2024-11-09,325,1.0,237356.08,Closed_Won,Inbound
DEAL_1660,Account_041,SMB,David Wilson,Negotiation,26353.24,2025-06-06,2025-08-23,2025-07-06,86,0.81,21341.23,Open,Inbound
DEAL_1661,Account_276,ENT,Eva Brown,Discovery,170380.18,2025-02-10,2025-11-10,2025-03-20,194,0.242,41266.94,Open,Content Marketing
DEAL_1662,Account_500,SMB,Frank Miller,Closed_Won,25258.33,2024-11-13,2025-02-14,2024-12-09,295,1.0,25258.33,Closed_Won,Inbound
DEAL_1663,Account_168,SMB,Carol Davis,Discovery,10435.3,2024-04-21,2024-11-15,2024-05-07,511,0.227,2371.59,Open,Referral
DEAL_1664,Account_013,SMB,Eva Brown,Closed_Won,78004.06,2024-05-21,2024-06-21,2024-05-24,494,1.0,78004.06,Closed_Won,Inbound
DEAL_1665,Account_272,ENT,Eva Brown,Closed_Lost,150414.1,2024-11-26,2025-01-02,2024-12-15,289,0.0,0.0,Closed_Lost,LinkedIn
DEAL_1666,Account_193,SMB,Frank Miller,Discovery,16883.93,2024-12-04,2025-09-25,2024-12-28,276,0.197,3333.4,Open,LinkedIn
DEAL_1667,Account_211,ENT,Alice Johnson,Closed_Lost,256384.26,2024-07-12,2024-09-25,2024-08-12,414,0.0,0.0,Closed_Lost,LinkedIn
DEAL_1668,Account_405,MM,Carol Davis,Negotiation,79704.18,2025-04-18,2025-06-20,2025-06-09,113,0.775,61747.23,Open,LinkedIn
DEAL_1669,Account_175,MM,Eva Brown,Negotiation,81675.81,2024-05-17,2025-01-25,2024-06-14,473,0.622,50788.09,Open,Google Ads
DEAL_1670,Account_099,ENT,Eva Brown,Closed_Won,203713.37,2024-11-19,2025-03-10,2024-12-03,301,1.0,203713.37,Closed_Won,Referral
DEAL_1671,Account_401,SMB,Carol Davis,Closed_Won,12414.26,2025-05-20,2025-08-20,2025-07-13,79,0.848,10528.32,Closed_Won,LinkedIn
DEAL_1672,Account_215,MM,Carol Davis,Closed_Won,39491.02,2025-05-20,2025-08-05,2025-07-08,84,1.0,39491.02,Closed_Won,Inbound
DEAL_1673,Account_172,MM,Eva Brown,Discovery,22612.41,2025-06-11,2025-11-19,2025-07-21,71,0.271,6122.18,Open,Referral
DEAL_1674,Account_478,MM,Frank Miller,Demo,94890.31,2025-08-07,2025-10-08,2025-09-20,10,0.438,41601.09,Open,Content Marketing
DEAL_1675,Account_151,SMB,Bob Smith,Demo,11924.09,2025-06-01,2025-09-13,2025-06-10,112,0.414,4938.47,Open,Content Marketing
DEAL_1676,Account_069,MM,Carol Davis,Closed_Won,119896.7,2024-06-02,2024-09-19,2024-06-27,460,1.0,119896.7,Closed_Won,Referral
DEAL_1677,Account_091,SMB,Carol Davis,Closed_Won,14927.34,2025-09-02,2025-10-28,2025-09-07,23,1.0,14927.34,Closed_Won,Inbound
DEAL_1678,Account_258,SMB,Carol Davis,Discovery,35227.02,2024-09-14,2025-07-04,2024-11-07,327,0.25,8800.73,Open,Referral
DEAL_1679,Account_464,ENT,Eva Brown,Closed_Won,119321.17,2025-07-31,2025-08-31,2025-09-17,13,0.942,112383.96,Closed_Won,Google Ads
DEAL_1680,Account_365,SMB,David Wilson,Closed_Won,62198.89,2024-04-20,2024-08-29,2024-05-20,498,1.0,62198.89,Closed_Won,Referral
DEAL_1681,Account_305,SMB,Carol Davis,Demo,48609.06,2025-07-11,2025-10-23,2025-08-16,45,0.461,22402.46,Open,Content Marketing
DEAL_1682,Account_210,SMB,Carol Davis,Negotiation,19935.99,2024-07-01,2024-10-03,2024-08-15,411,0.794,15825.33,Open,Facebook Ads
DEAL_1683,Account_057,ENT,Bob Smith,Closed_Won,905784.95,2025-07-15,2025-09-20,2025-08-30,31,0.936,847441.83,Closed_Won,Google Ads
DEAL_1684,Account_389,SMB,David Wilson,Closed_Lost,39480.63,2025-01-16,2025-03-06,2025-03-04,210,0.0,0.0,Closed_Lost,LinkedIn
DEAL_1685,Account_198,SMB,Eva Brown,Closed_Won,12111.03,2024-10-11,2025-04-09,2024-11-26,308,0.853,10328.44,Closed_Won,Google Ads
DEAL_1686,Account_189,MM,Carol Davis,Closed_Lost,57185.36,2024-10-07,2025-01-16,2024-10-17,348,0.0,0.0,Closed_Lost,Referral
DEAL_1687,Account_286,SMB,Frank Miller,Negotiation,38786.11,2025-05-23,2025-08-22,2025-07-04,88,0.632,24519.86,Open,Facebook Ads
DEAL_1688,Account_386,ENT,Carol Davis,Negotiation,315830.49,2025-01-14,2025-06-15,2025-03-06,208,0.741,234068.76,Open,Google Ads
DEAL_1689,Account_189,SMB,Carol Davis,Closed_Won,25041.46,2025-01-13,2025-05-01,2025-02-23,219,1.0,25041.46,Closed_Won,Inbound
DEAL_1690,Account_433,MM,Alice Johnson,Negotiation,213823.58,2025-05-04,2026-02-10,2025-05-16,137,0.773,165237.12,Open,Google Ads
DEAL_1691,Account_230,SMB,Carol Davis,Demo,12686.11,2025-04-26,2026-02-19,2025-06-10,112,0.442,5601.94,Open,Referral
DEAL_1692,Account_462,ENT,David Wilson,Closed_Won,363148.26,2025-07-06,2025-11-28,2025-08-03,58,1.0,363148.26,Closed_Won,Facebook Ads
DEAL_1693,Account_016,SMB,Bob Smith,Negotiation,34875.62,2025-04-13,2025-10-15,2025-04-23,160,0.712,24822.64,Open,Referral
DEAL_1694,Account_244,ENT,Carol Davis,Closed_Won,76771.97,2025-04-10,2025-05-28,2025-06-06,116,1.0,76771.97,Closed_Won,Inbound
DEAL_1695,Account_402,SMB,David Wilson,Closed_Lost,13622.97,2025-07-30,2025-08-27,2025-09-06,24,0.0,0.0,Closed_Lost,Facebook Ads
DEAL_1696,Account_100,SMB,Alice Johnson,Negotiation,35357.85,2024-10-29,2025-06-28,2024-12-08,296,0.715,25278.14,Open,Content Marketing
DEAL_1697,Account_258,ENT,Bob Smith,Demo,184858.94,2024-11-02,2025-07-04,2024-12-06,298,0.459,84839.26,Open,LinkedIn
DEAL_1698,Account_452,ENT,Carol Davis,Demo,130053.65,2024-10-27,2025-07-31,2024-11-10,324,0.388,50437.98,Open,Google Ads
DEAL_1699,Account_447,SMB,David Wilson,Discovery,24514.53,2024-04-21,2024-07-07,2024-06-05,482,0.252,6168.49,Open,Content Marketing
DEAL_1700,Account_035,MM,David Wilson,Closed_Lost,169714.32,2024-12-11,2025-03-06,2025-02-06,236,0.0,0.0,Closed_Lost,LinkedIn
DEAL_1701,Account_344,SMB,Carol Davis,Negotiation,42654.12,2025-01-13,2025-05-18,2025-03-12,202,0.664,28321.05,Open,LinkedIn
DEAL_1702,Account_420,MM,Eva Brown,Closed_Won,33472.59,2025-08-07,2026-01-20,2025-08-20,41,0.97,32465.52,Closed_Won,LinkedIn
DEAL_1703,Account_112,ENT,David Wilson,Discovery,103511.33,2024-06-01,2025-01-01,2024-07-10,447,0.216,22362.03,Open,Inbound
DEAL_1704,Account_334,ENT,Frank Miller,Discovery,780042.64,2025-09-15,2026-04-27,2025-10-28,-28,0.239,186203.05,Open,Inbound
DEAL_1705,Account_234,MM,Eva Brown,Demo,300146.37,2025-05-27,2025-09-01,2025-06-30,92,0.405,121630.41,Open,Referral
DEAL_1706,Account_291,ENT,Eva Brown,Negotiation,60481.33,2024-08-31,2025-05-23,2024-10-09,356,0.847,51218.42,Open,Content Marketing
DEAL_1707,Account_454,ENT,Frank Miller,Closed_Lost,120260.2,2024-04-22,2024-08-19,2024-05-01,517,0.0,0.0,Closed_Lost,Referral
DEAL_1708,Account_360,SMB,Bob Smith,Negotiation,12693.11,2024-11-12,2025-05-14,2024-12-19,285,0.747,9483.55,Open,Content Marketing
DEAL_1709,Account_130,SMB,David Wilson,Negotiation,12592.01,2024-06-27,2025-02-16,2024-07-05,452,0.744,9374.21,Open,Facebook Ads
DEAL_1710,Account_090,SMB,Carol Davis,Discovery,19725.45,2024-09-05,2025-05-04,2024-09-21,374,0.256,5044.92,Open,Facebook Ads
DEAL_1711,Account_084,SMB,Eva Brown,Closed_Lost,34182.76,2025-02-11,2025-05-17,2025-03-11,203,0.0,0.0,Closed_Lost,Facebook Ads
DEAL_1712,Account_331,SMB,Frank Miller,Closed_Lost,31324.45,2025-06-17,2025-07-26,2025-06-24,98,0.0,0.0,Closed_Lost,Referral
DEAL_1713,Account_081,MM,Eva Brown,Discovery,57760.02,2024-08-25,2025-06-16,2024-10-16,349,0.262,15118.86,Open,Facebook Ads
DEAL_1714,Account_296,SMB,Eva Brown,Closed_Lost,23645.01,2024-04-21,2024-05-17,2024-06-05,482,0.0,0.0,Closed_Lost,Facebook Ads
DEAL_1715,Account_060,SMB,Alice Johnson,Demo,30500.66,2025-05-29,2025-08-08,2025-07-20,72,0.404,12307.18,Open,Facebook Ads
DEAL_1716,Account_355,SMB,Eva Brown,Demo,51094.73,2025-09-28,2025-12-01,2025-10-02,-2,0.439,22419.29,Open,Content Marketing
DEAL_1717,Account_466,MM,Alice Johnson,Closed_Won,80801.63,2024-09-07,2024-11-05,2024-09-09,386,0.996,80441.9,Closed_Won,Referral
DEAL_1718,Account_063,ENT,Alice Johnson,Closed_Lost,315840.57,2024-05-26,2024-09-14,2024-06-19,468,0.0,0.0,Closed_Lost,Referral
DEAL_1719,Account_408,SMB,Alice Johnson,Negotiation,24383.68,2025-03-21,2025-08-23,2025-04-14,169,0.859,20937.2,Open,LinkedIn
DEAL_1720,Account_333,SMB,Bob Smith,Demo,5038.98,2024-12-08,2025-10-01,2024-12-28,276,0.506,2549.32,Open,Inbound
DEAL_1721,Account_403,SMB,David Wilson,Closed_Lost,39606.12,2024-04-26,2024-08-20,2024-04-29,519,0.0,0.0,Closed_Lost,LinkedIn
DEAL_1722,Account_159,MM,David Wilson,Closed_Lost,130981.76,2025-05-12,2025-06-25,2025-06-01,121,0.0,0.0,Closed_Lost,Referral
DEAL_1723,Account_376,MM,Alice Johnson,Discovery,105061.53,2025-08-26,2025-10-25,2025-09-07,23,0.211,22170.38,Open,Content Marketing
DEAL_1724,Account_418,MM,Carol Davis,Demo,112965.19,2025-09-27,2026-02-28,2025-11-18,-49,0.495,55954.36,Open,LinkedIn
DEAL_1725,Account_039,ENT,Carol Davis,Closed_Lost,133991.03,2024-09-07,2024-11-22,2024-10-30,335,0.0,0.0,Closed_Lost,Google Ads
DEAL_1726,Account_343,ENT,David Wilson,Discovery,156189.79,2024-07-11,2024-12-28,2024-09-06,389,0.272,42504.62,Open,Content Marketing
DEAL_1727,Account_332,MM,David Wilson,Discovery,62139.64,2025-07-17,2025-09-18,2025-09-12,18,0.235,14633.7,Open,LinkedIn
DEAL_1728,Account_457,MM,Bob Smith,Discovery,73252.34,2025-06-30,2026-02-25,2025-08-22,39,0.216,15856.11,Open,LinkedIn
DEAL_1729,Account_315,SMB,Eva Brown,Closed_Won,23326.38,2024-11-03,2024-12-28,2024-11-28,306,1.0,23326.38,Closed_Won,LinkedIn
DEAL_1730,Account_008,ENT,Carol Davis,Closed_Won,367707.89,2025-08-19,2026-01-29,2025-09-27,3,1.0,367707.89,Closed_Won,Referral
DEAL_1731,Account_151,SMB,Eva Brown,Closed_Won,12213.9,2024-07-28,2025-01-14,2024-08-09,417,1.0,12213.9,Closed_Won,Facebook Ads
DEAL_1732,Account_311,MM,David Wilson,Closed_Lost,177537.74,2024-08-12,2024-09-21,2024-09-05,390,0.0,0.0,Closed_Lost,Google Ads
DEAL_1733,Account_267,ENT,Frank Miller,Demo,118150.38,2024-07-14,2025-02-01,2024-08-18,408,0.426,50341.18,Open,Referral
